value,date
213.0,2024-01-11
185.0,2024-01-12
232.0,2024-01-13
233.0,2024-01-14
208.0,2024-01-15
271.0,2024-01-16
258.0,2024-01-17
157.0,2024-01-18
179.0,2024-01-19
181.0,2024-01-20
267.0,2024-01-21
195.0,2024-01-22
186.0,2024-01-23
179.0,2024-01-24
177.0,2024-01-25
251.0,2024-01-26
203.0,2024-01-27
208.0,2024-01-28
254.0,2024-01-29
169.0,2024-01-30
201.0,2024-01-31
250.0,2024-02-01
198.0,2024-02-02
223.0,2024-02-03
204.0,2024-02-04
162.0,2024-02-05
162.0,2024-02-06
,2024-02-07
184.0,2024-02-08
198.0,2024-02-09
223.0,2024-02-10
246.0,2024-02-11
214.0,2024-02-12
197.0,2024-02-13
248.0,2024-02-14
209.0,2024-02-15
272.0,2024-02-16
284.0,2024-02-17
319.0,2024-02-18
230.0,2024-02-19
182.0,2024-02-20
225.0,2024-02-21
213.0,2024-02-22
238.0,2024-02-23
198.0,2024-02-24
243.0,2024-02-25
246.0,2024-02-26
163.0,2024-02-27
272.0,2024-02-28
186.0,2024-02-29
219.0,2024-03-01
254.0,2024-03-02
214.0,2024-03-03
224.0,2024-03-04
186.0,2024-03-05
245.0,2024-03-06
243.0,2024-03-07
272.0,2024-03-08
215.0,2024-03-09
198.0,2024-03-10
134.0,2024-03-11
200.0,2024-03-12
220.0,2024-03-13
250.0,2024-03-14
239.0,2024-03-15
227.0,2024-03-16
258.0,2024-03-17
265.0,2024-03-18
240.0,2024-03-19
224.0,2024-03-20
266.0,2024-03-21
259.0,2024-03-22
252.0,2024-03-23
320.0,2024-03-24
245.0,2024-03-25
265.0,2024-03-26
186.0,2024-03-27
221.0,2024-03-28
182.0,2024-03-29
259.0,2024-03-30
292.0,2024-03-31
237.0,2024-04-01
137.0,2024-04-02
188.0,2024-04-03
252.0,2024-04-04
284.0,2024-04-05
275.0,2024-04-06
194.0,2024-04-07
164.0,2024-04-08
257.0,2024-04-09
312.0,2024-04-10
199.0,2024-04-11
198.0,2024-04-12
186.0,2024-04-13
320.0,2024-04-14
253.0,2024-04-15
177.0,2024-04-16
172.0,2024-04-17
180.0,2024-04-18
288.0,2024-04-19
241.0,2024-04-20
287.0,2024-04-21
212.0,2024-04-22
175.0,2024-04-23
207.0,2024-04-24
189.0,2024-04-25
166.0,2024-04-26
248.0,2024-04-27
286.0,2024-04-28
251.0,2024-04-29
337.0,2024-04-30
234.0,2024-05-01
179.0,2024-05-02
238.0,2024-05-03
266.0,2024-05-04
275.0,2024-05-05
153.0,2024-05-06
136.0,2024-05-07
210.0,2024-05-08
208.0,2024-05-09
217.0,2024-05-10
167.0,2024-05-11
202.0,2024-05-12
161.0,2024-05-13
171.0,2024-05-14
190.0,2024-05-15
244.0,2024-05-16
212.0,2024-05-17
143.0,2024-05-18
272.0,2024-05-19
234.0,2024-05-20
171.0,2024-05-21
121.0,2024-05-22
187.0,2024-05-23
157.0,2024-05-24
253.0,2024-05-25
205.0,2024-05-26
250.0,2024-05-27
156.0,2024-05-28
187.0,2024-05-29
213.0,2024-05-30
235.0,2024-05-31
223.0,2024-06-01
312.0,2024-06-02
192.0,2024-06-03
255.0,2024-06-04
200.0,2024-06-05
238.0,2024-06-06
222.0,2024-06-07
290.0,2024-06-08
249.0,2024-06-09
284.0,2024-06-10
224.0,2024-06-11
226.0,2024-06-12
212.0,2024-06-13
289.0,2024-06-14
318.0,2024-06-15
349.0,2024-06-16
233.0,2024-06-17
190.0,2024-06-18
209.0,2024-06-19
247.0,2024-06-20
185.0,2024-06-21
215.0,2024-06-22
241.0,2024-06-23
194.0,2024-06-24
197.0,2024-06-25
276.0,2024-06-26
183.0,2024-06-27
156.0,2024-06-28
182.0,2024-06-29
257.0,2024-06-30
258.0,2024-07-01
283.0,2024-07-02
223.0,2024-07-03
214.0,2024-07-04
271.0,2024-07-05
219.0,2024-07-06
216.0,2024-07-07
251.0,2024-07-08
199.0,2024-07-09
226.0,2024-07-10
226.0,2024-07-11
284.0,2024-07-12
257.0,2024-07-13
244.0,2024-07-14
220.0,2024-07-15
309.0,2024-07-16
219.0,2024-07-17
242.0,2024-07-18
285.0,2024-07-19
250.0,2024-07-20
317.0,2024-07-21
262.0,2024-07-22
274.0,2024-07-23
235.0,2024-07-24
209.0,2024-07-25
320.0,2024-07-26
208.0,2024-07-27
192.0,2024-07-28
168.0,2024-07-29
185.0,2024-07-30
168.0,2024-07-31
224.0,2024-08-01
197.0,2024-08-02
373.0,2024-08-03
237.0,2024-08-04
256.0,2024-08-05
210.0,2024-08-06
240.0,2024-08-07
223.0,2024-08-08
235.0,2024-08-09
,2024-08-10
,2024-08-11
297.0,2024-08-12
258.0,2024-08-13
203.0,2024-08-14
235.0,2024-08-15
290.0,2024-08-16
264.0,2024-08-17
278.0,2024-08-18
183.0,2024-08-19
249.0,2024-08-20
200.0,2024-08-21
286.0,2024-08-22
286.0,2024-08-23
213.0,2024-08-24
258.0,2024-08-25
221.0,2024-08-26
223.0,2024-08-27
200.0,2024-08-28
222.0,2024-08-29
229.0,2024-08-30
266.0,2024-08-31
