value,date
2126.0,2023-10-04
2360.0,2023-10-05
3065.0,2023-10-06
3639.0,2023-10-07
3177.0,2023-10-08
2131.0,2023-10-09
2167.0,2023-10-10
2295.0,2023-10-11
2238.0,2023-10-12
3380.0,2023-10-13
3955.0,2023-10-14
3386.0,2023-10-15
2118.0,2023-10-16
2090.0,2023-10-17
2244.0,2023-10-18
2545.0,2023-10-19
3227.0,2023-10-20
4132.0,2023-10-21
3351.0,2023-10-22
2005.0,2023-10-23
2139.0,2023-10-24
2582.0,2023-10-25
2476.0,2023-10-26
2881.0,2023-10-27
4233.0,2023-10-28
3867.0,2023-10-29
2151.0,2023-10-30
2292.0,2023-10-31
2380.0,2023-11-01
2462.0,2023-11-02
3830.0,2023-11-03
4268.0,2023-11-04
3964.0,2023-11-05
3414.0,2023-11-06
2195.0,2023-11-07
2253.0,2023-11-08
2399.0,2023-11-09
3506.0,2023-11-10
4719.0,2023-11-11
3729.0,2023-11-12
2156.0,2023-11-13
2454.0,2023-11-14
2234.0,2023-11-15
2395.0,2023-11-16
3225.0,2023-11-17
4635.0,2023-11-18
3982.0,2023-11-19
2219.0,2023-11-20
2199.0,2023-11-21
2170.0,2023-11-22
2263.0,2023-11-23
3091.0,2023-11-24
4187.0,2023-11-25
3759.0,2023-11-26
1915.0,2023-11-27
2184.0,2023-11-28
2518.0,2023-11-29
3043.0,2023-11-30
3602.0,2023-12-01
5580.0,2023-12-02
4142.0,2023-12-03
2196.0,2023-12-04
2334.0,2023-12-05
2693.0,2023-12-06
2874.0,2023-12-07
3524.0,2023-12-08
5167.0,2023-12-09
4189.0,2023-12-10
2313.0,2023-12-11
2404.0,2023-12-12
2438.0,2023-12-13
2415.0,2023-12-14
2787.0,2023-12-15
4713.0,2023-12-16
4151.0,2023-12-17
2639.0,2023-12-18
2791.0,2023-12-19
2702.0,2023-12-20
3279.0,2023-12-21
4087.0,2023-12-22
5952.0,2023-12-23
4987.0,2023-12-24
3584.0,2023-12-25
3874.0,2023-12-26
4532.0,2023-12-27
6013.0,2023-12-28
7252.0,2023-12-29
7588.0,2023-12-30
6517.0,2023-12-31
0.0,2024-01-01
3328.0,2024-01-02
3277.0,2024-01-03
3363.0,2024-01-04
3719.0,2024-01-05
4103.0,2024-01-06
3461.0,2024-01-07
3102.0,2024-01-08
2213.0,2024-01-09
2373.0,2024-01-10
2439.0,2024-01-11
3256.0,2024-01-12
5072.0,2024-01-13
3680.0,2024-01-14
2142.0,2024-01-15
2003.0,2024-01-16
2502.0,2024-01-17
2201.0,2024-01-18
3154.0,2024-01-19
4727.0,2024-01-20
3687.0,2024-01-21
2058.0,2024-01-22
2136.0,2024-01-23
2430.0,2024-01-24
2280.0,2024-01-25
3070.0,2024-01-26
4457.0,2024-01-27
3598.0,2024-01-28
2105.0,2024-01-29
2236.0,2024-01-30
2308.0,2024-01-31
2254.0,2024-02-01
3419.0,2024-02-02
4940.0,2024-02-03
3578.0,2024-02-04
2257.0,2024-02-05
2205.0,2024-02-06
2100.0,2024-02-07
2379.0,2024-02-08
3172.0,2024-02-09
4740.0,2024-02-10
3693.0,2024-02-11
2106.0,2024-02-12
2142.0,2024-02-13
2486.0,2024-02-14
1801.0,2024-02-15
3075.0,2024-02-16
4536.0,2024-02-17
3576.0,2024-02-18
2106.0,2024-02-19
2343.0,2024-02-20
2746.0,2024-02-21
3790.0,2024-02-22
4696.0,2024-02-23
3758.0,2024-02-24
3293.0,2024-02-25
2013.0,2024-02-26
2131.0,2024-02-27
2285.0,2024-02-28
2216.0,2024-02-29
3096.0,2024-03-01
5249.0,2024-03-02
3889.0,2024-03-03
2264.0,2024-03-04
2550.0,2024-03-05
3522.0,2024-03-06
4363.0,2024-03-07
5338.0,2024-03-08
3958.0,2024-03-09
3463.0,2024-03-10
2070.0,2024-03-11
2259.0,2024-03-12
2459.0,2024-03-13
2680.0,2024-03-14
3271.0,2024-03-15
4873.0,2024-03-16
3865.0,2024-03-17
2108.0,2024-03-18
2193.0,2024-03-19
2348.0,2024-03-20
2412.0,2024-03-21
3236.0,2024-03-22
4158.0,2024-03-23
3633.0,2024-03-24
1324.0,2024-03-25
2047.0,2024-03-26
2202.0,2024-03-27
2277.0,2024-03-28
3090.0,2024-03-29
4228.0,2024-03-30
3471.0,2024-03-31
2108.0,2024-04-01
2045.0,2024-04-02
2180.0,2024-04-03
2376.0,2024-04-04
3432.0,2024-04-05
4607.0,2024-04-06
3459.0,2024-04-07
2026.0,2024-04-08
2285.0,2024-04-09
2082.0,2024-04-10
2615.0,2024-04-11
3256.0,2024-04-12
4085.0,2024-04-13
3522.0,2024-04-14
2097.0,2024-04-15
2149.0,2024-04-16
2218.0,2024-04-17
2455.0,2024-04-18
3248.0,2024-04-19
4330.0,2024-04-20
3708.0,2024-04-21
2167.0,2024-04-22
2190.0,2024-04-23
2367.0,2024-04-24
2593.0,2024-04-25
3033.0,2024-04-26
3439.0,2024-04-27
4053.0,2024-04-28
3081.0,2024-04-29
2942.0,2024-04-30
3298.0,2024-05-01
2320.0,2024-05-02
3670.0,2024-05-03
4458.0,2024-05-04
3177.0,2024-05-05
2089.0,2024-05-06
2284.0,2024-05-07
3362.0,2024-05-08
3790.0,2024-05-09
3623.0,2024-05-10
3433.0,2024-05-11
3399.0,2024-05-12
2240.0,2024-05-13
2100.0,2024-05-14
2295.0,2024-05-15
2503.0,2024-05-16
3254.0,2024-05-17
3994.0,2024-05-18
3586.0,2024-05-19
1949.0,2024-05-20
2343.0,2024-05-21
2294.0,2024-05-22
2344.0,2024-05-23
3152.0,2024-05-24
3994.0,2024-05-25
3504.0,2024-05-26
2050.0,2024-05-27
2205.0,2024-05-28
2360.0,2024-05-29
2347.0,2024-05-30
3027.0,2024-05-31
4037.0,2024-06-01
3523.0,2024-06-02
2143.0,2024-06-03
2122.0,2024-06-04
2139.0,2024-06-05
2532.0,2024-06-06
3214.0,2024-06-07
3935.0,2024-06-08
3487.0,2024-06-09
2140.0,2024-06-10
2679.0,2024-06-11
3835.0,2024-06-12
2236.0,2024-06-13
3181.0,2024-06-14
3688.0,2024-06-15
3243.0,2024-06-16
1994.0,2024-06-17
2036.0,2024-06-18
2355.0,2024-06-19
2153.0,2024-06-20
3466.0,2024-06-21
4034.0,2024-06-22
3336.0,2024-06-23
2153.0,2024-06-24
2120.0,2024-06-25
2331.0,2024-06-26
2357.0,2024-06-27
3243.0,2024-06-28
4425.0,2024-06-29
3760.0,2024-06-30
1799.0,2024-07-01
2166.0,2024-07-02
2407.0,2024-07-03
2404.0,2024-07-04
3093.0,2024-07-05
3911.0,2024-07-06
3351.0,2024-07-07
2096.0,2024-07-08
2020.0,2024-07-09
2088.0,2024-07-10
2457.0,2024-07-11
3143.0,2024-07-12
3633.0,2024-07-13
3055.0,2024-07-14
2015.0,2024-07-15
2225.0,2024-07-16
2137.0,2024-07-17
2483.0,2024-07-18
3063.0,2024-07-19
3487.0,2024-07-20
2891.0,2024-07-21
1904.0,2024-07-22
2152.0,2024-07-23
2007.0,2024-07-24
2317.0,2024-07-25
2945.0,2024-07-26
3394.0,2024-07-27
3241.0,2024-07-28
1810.0,2024-07-29
1926.0,2024-07-30
1971.0,2024-07-31
2151.0,2024-08-01
2784.0,2024-08-02
3508.0,2024-08-03
3286.0,2024-08-04
2086.0,2024-08-05
2039.0,2024-08-06
2113.0,2024-08-07
2294.0,2024-08-08
2970.0,2024-08-09
3406.0,2024-08-10
3184.0,2024-08-11
1873.0,2024-08-12
1857.0,2024-08-13
2315.0,2024-08-14
2343.0,2024-08-15
3204.0,2024-08-16
3601.0,2024-08-17
3281.0,2024-08-18
2124.0,2024-08-19
2163.0,2024-08-20
2264.0,2024-08-21
2610.0,2024-08-22
2860.0,2024-08-23
3850.0,2024-08-24
2914.0,2024-08-25
2005.0,2024-08-26
1979.0,2024-08-27
2089.0,2024-08-28
2328.0,2024-08-29
2712.0,2024-08-30
3438.0,2024-08-31
