date,value
2023-03-13,522.0
2023-03-14,662.0
2023-03-15,615.0
2023-03-16,648.0
2023-03-17,651.0
2023-03-18,915.0
2023-03-19,1034.0
2023-03-20,501.0
2023-03-21,644.0
2023-03-22,627.0
2023-03-23,645.0
2023-03-24,681.0
2023-03-25,936.0
2023-03-26,965.0
2023-03-27,692.0
2023-03-28,650.0
2023-03-29,676.0
2023-03-30,634.0
2023-03-31,602.0
2023-04-01,890.0
2023-04-02,993.0
2023-04-03,746.0
2023-04-04,799.0
2023-04-05,768.0
2023-04-06,618.0
2023-04-07,640.0
2023-04-08,1027.0
2023-04-09,953.0
2023-04-10,628.0
2023-04-11,618.0
2023-04-12,712.0
2023-04-13,663.0
2023-04-14,549.0
2023-04-15,915.0
2023-04-16,857.0
2023-04-17,561.0
2023-04-18,526.0
2023-04-19,607.0
2023-04-20,719.0
2023-04-21,880.0
2023-04-22,768.0
2023-04-23,879.0
2023-04-24,631.0
2023-04-25,624.0
2023-04-26,539.0
2023-04-27,652.0
2023-04-28,734.0
2023-04-29,916.0
2023-04-30,1004.0
2023-05-01,985.0
2023-05-02,654.0
2023-05-03,702.0
2023-05-04,632.0
2023-05-05,709.0
2023-05-06,808.0
2023-05-07,761.0
2023-05-08,654.0
2023-05-09,543.0
2023-05-10,516.0
2023-05-11,521.0
2023-05-12,606.0
2023-05-13,869.0
2023-05-14,950.0
2023-05-15,575.0
2023-05-16,667.0
2023-05-17,621.0
2023-05-18,639.0
2023-05-19,744.0
2023-05-20,972.0
2023-05-21,1204.0
2023-05-22,844.0
2023-05-23,809.0
2023-05-24,859.0
2023-05-25,730.0
2023-05-26,827.0
2023-05-27,977.0
2023-05-28,1107.0
2023-05-29,683.0
2023-05-30,652.0
2023-05-31,691.0
2023-06-01,729.0
2023-06-02,660.0
2023-06-03,786.0
2023-06-04,845.0
2023-06-05,606.0
2023-06-06,602.0
2023-06-07,584.0
2023-06-08,616.0
2023-06-09,675.0
2023-06-10,742.0
2023-06-11,714.0
2023-06-12,757.0
2023-06-13,640.0
2023-06-14,672.0
2023-06-15,590.0
2023-06-16,595.0
2023-06-17,700.0
2023-06-18,729.0
2023-06-19,642.0
2023-06-20,717.0
2023-06-21,644.0
2023-06-22,679.0
2023-06-23,666.0
2023-06-24,695.0
2023-06-25,800.0
2023-06-26,550.0
2023-06-27,713.0
2023-06-28,778.0
2023-06-29,661.0
2023-06-30,739.0
2023-07-01,742.0
2023-07-02,883.0
2023-07-03,641.0
2023-07-04,630.0
2023-07-05,700.0
2023-07-06,789.0
2023-07-07,708.0
2023-07-08,768.0
2023-07-09,772.0
2023-07-10,623.0
2023-07-11,627.0
2023-07-12,711.0
2023-07-13,623.0
2023-07-14,692.0
2023-07-15,847.0
2023-07-16,967.0
2023-07-17,697.0
2023-07-18,675.0
2023-07-19,733.0
2023-07-20,718.0
2023-07-21,778.0
2023-07-22,924.0
2023-07-23,908.0
2023-07-24,616.0
2023-07-25,782.0
2023-07-26,701.0
2023-07-27,759.0
2023-07-28,676.0
2023-07-29,863.0
2023-07-30,928.0
2023-07-31,727.0
